nome_municipio,ano,total_furtos
Itaitinga,2012,149
Itaitinga,2013,152
Itaitinga,2014,136
Itaitinga,2015,146
Itaitinga,2016,178
Itaitinga,2017,192
Itaitinga,2018,112
Itaitinga,2019,138
Itaitinga,2020,123
Itaitinga,2021,126
Itaitinga,2022,155
Itaitinga,2023,226
Itaiçaba,2009,3
Itaiçaba,2010,10
Itaiçaba,2011,22
Itaiçaba,2012,7
Itaiçaba,2013,6
Itaiçaba,2014,16
Itaiçaba,2015,16
Itaiçaba,2016,23
Itaiçaba,2017,13
Itaiçaba,2018,5
Itaiçaba,2019,11
Itaiçaba,2020,10
Itaiçaba,2021,13
Itaiçaba,2022,8
Itaiçaba,2023,17
Itapajé,2009,4
Itapajé,2010,11
Itapajé,2011,9
Itapajé,2012,93
Itapajé,2013,183
Itapajé,2014,110
Itapajé,2015,127
Itapajé,2016,115
Itapajé,2017,116
Itapajé,2018,112
Itapajé,2019,141
Itapajé,2020,95
Itapajé,2021,108
Itapajé,2022,94
Itapajé,2023,101
Itapipoca,2009,21
Itapipoca,2010,489
Itapipoca,2011,620
Itapipoca,2012,630
Itapipoca,2013,600
Itapipoca,2014,257
Itapipoca,2015,360
Itapipoca,2016,423
Itapipoca,2017,391
Itapipoca,2018,384
Itapipoca,2019,415
Itapipoca,2020,248
Itapipoca,2021,325
Itapipoca,2022,351
Itapipoca,2023,336
Itapiúna,2009,4
Itapiúna,2010,4
Itapiúna,2011,7
Itapiúna,2012,6
Itapiúna,2013,11
Itapiúna,2014,15
Itapiúna,2015,26
Itapiúna,2016,29
Itapiúna,2017,26
Itapiúna,2018,24
Itapiúna,2019,15
Itapiúna,2020,17
Itapiúna,2021,14
Itapiúna,2022,13
Itapiúna,2023,24
Itarema,2009,11
Itarema,2010,113
Itarema,2011,181
Itarema,2012,155
Itarema,2013,96
Itarema,2014,65
Itarema,2015,98
Itarema,2016,140
Itarema,2017,172
Itarema,2018,102
Itarema,2019,107
Itarema,2020,92
Itarema,2021,69
Itarema,2022,79
Itarema,2023,61
Itatira,2009,7
Itatira,2010,7
Itatira,2011,18
Itatira,2012,5
Itatira,2013,25
Itatira,2014,23
Itatira,2015,11
Itatira,2016,32
Itatira,2017,27
Itatira,2018,26
Itatira,2019,17
Itatira,2020,12
Itatira,2021,11
Itatira,2022,12
Itatira,2023,10
Jaguaretama,2009,12
Jaguaretama,2010,2
Jaguaretama,2011,3
Jaguaretama,2012,13
Jaguaretama,2013,9
Jaguaretama,2014,24
Jaguaretama,2015,21
Jaguaretama,2016,19
Jaguaretama,2017,33
Jaguaretama,2018,39
Jaguaretama,2019,29
Jaguaretama,2020,33
Jaguaretama,2021,40
Jaguaretama,2022,54
Jaguaretama,2023,40
Jaguaribara,2009,3
Jaguaribara,2010,7
Jaguaribara,2011,8
Jaguaribara,2012,5
Jaguaribara,2013,15
Jaguaribara,2014,13
Jaguaribara,2015,13
Jaguaribara,2016,20
Jaguaribara,2017,27
Jaguaribara,2018,18
Jaguaribara,2019,15
Jaguaribara,2020,8
Jaguaribara,2021,7
Jaguaribara,2022,11
Jaguaribara,2023,8
Jaguaribe,2009,32
Jaguaribe,2010,79
Jaguaribe,2011,103
Jaguaribe,2012,143
Jaguaribe,2013,118
Jaguaribe,2014,54
Jaguaribe,2015,56
Jaguaribe,2016,76
Jaguaribe,2017,114
Jaguaribe,2018,91
Jaguaribe,2019,98
Jaguaribe,2020,74
Jaguaribe,2021,67
Jaguaribe,2022,59
Jaguaribe,2023,119
Jaguaruana,2009,11
Jaguaruana,2010,8
Jaguaruana,2011,19
Jaguaruana,2012,5
Jaguaruana,2013,18
Jaguaruana,2014,66
Jaguaruana,2015,81
Jaguaruana,2016,107
Jaguaruana,2017,122
Jaguaruana,2018,112
Jaguaruana,2019,104
Jaguaruana,2020,75
Jaguaruana,2021,60
Jaguaruana,2022,75
Jaguaruana,2023,112
Jardim,2009,7
Jardim,2010,16
Jardim,2011,10
Jardim,2012,12
Jardim,2013,35
Jardim,2014,28
Jardim,2015,28
Jardim,2016,24
Jardim,2017,36
Jardim,2018,34
Jardim,2019,36
Jardim,2020,23
Jardim,2021,43
Jardim,2022,35
Jardim,2023,48
Jati,2009,2
Jati,2010,2
Jati,2011,4
Jati,2012,4
Jati,2013,16
Jati,2014,12
Jati,2015,12
Jati,2016,14
Jati,2017,5
Jati,2018,10
Jati,2019,13
Jati,2020,14
Jati,2021,9
Jati,2022,9
Jati,2023,23
Jijoca de Jericoacoara,2009,13
Jijoca de Jericoacoara,2010,26
Jijoca de Jericoacoara,2011,31
Jijoca de Jericoacoara,2012,38
Jijoca de Jericoacoara,2013,34
Jijoca de Jericoacoara,2014,32
Jijoca de Jericoacoara,2015,54
Jijoca de Jericoacoara,2016,100
Jijoca de Jericoacoara,2017,186
Jijoca de Jericoacoara,2018,212
Jijoca de Jericoacoara,2019,217
Jijoca de Jericoacoara,2020,103
Jijoca de Jericoacoara,2021,135
Jijoca de Jericoacoara,2022,115
Jijoca de Jericoacoara,2023,123
Juazeiro do Norte,2009,1954
Juazeiro do Norte,2010,1996
Juazeiro do Norte,2011,1689
Juazeiro do Norte,2012,1713
Juazeiro do Norte,2013,1846
Juazeiro do Norte,2014,1183
Juazeiro do Norte,2015,1806
Juazeiro do Norte,2016,1749
Juazeiro do Norte,2017,1815
Juazeiro do Norte,2018,1573
Juazeiro do Norte,2019,1806
Juazeiro do Norte,2020,1445
Juazeiro do Norte,2021,1348
Juazeiro do Norte,2022,1881
Juazeiro do Norte,2023,2084
Jucás,2009,20
Jucás,2010,12
Jucás,2011,7
Jucás,2012,36
Jucás,2013,48
Jucás,2014,41
Jucás,2015,47
Jucás,2016,38
Jucás,2017,51
Jucás,2018,52
Jucás,2019,39
Jucás,2020,36
Jucás,2021,36
Jucás,2022,51
Jucás,2023,35
Lavras da Mangabeira,2009,7
Lavras da Mangabeira,2010,35
Lavras da Mangabeira,2011,54
Lavras da Mangabeira,2012,57
Lavras da Mangabeira,2013,82
Lavras da Mangabeira,2014,40
Lavras da Mangabeira,2015,71
Lavras da Mangabeira,2016,77
Lavras da Mangabeira,2017,65
Lavras da Mangabeira,2018,68
Lavras da Mangabeira,2019,60
Lavras da Mangabeira,2020,55
Lavras da Mangabeira,2021,61
Lavras da Mangabeira,2022,103
Lavras da Mangabeira,2023,66
Limoeiro do Norte,2009,11
Limoeiro do Norte,2010,10
Limoeiro do Norte,2011,15
Limoeiro do Norte,2012,3
Limoeiro do Norte,2013,249
Limoeiro do Norte,2014,221
Limoeiro do Norte,2015,274
Limoeiro do Norte,2016,316
Limoeiro do Norte,2017,341
Limoeiro do Norte,2018,276
Limoeiro do Norte,2019,245
Limoeiro do Norte,2020,208
Limoeiro do Norte,2021,230
Limoeiro do Norte,2022,272
Limoeiro do Norte,2023,198
Madalena,2009,7
Madalena,2010,14
Madalena,2011,13
Madalena,2012,13
Madalena,2013,19
Madalena,2014,15
Madalena,2015,28
Madalena,2016,23
Madalena,2017,25
Madalena,2018,43
Madalena,2019,19
Madalena,2020,22
Madalena,2021,18
Madalena,2022,30
Madalena,2023,18
Maracanaú,2009,1930
Maracanaú,2010,1796
Maracanaú,2011,1314
Maracanaú,2012,1574
Maracanaú,2013,1792
Maracanaú,2014,1080
Maracanaú,2015,1468
Maracanaú,2016,1529
Maracanaú,2017,1798
Maracanaú,2018,1459
Maracanaú,2019,1537
Maracanaú,2020,1238
Maracanaú,2021,1217
Maracanaú,2022,1475
Maracanaú,2023,1733
Maranguape,2009,498
Maranguape,2010,498
Maranguape,2011,448
Maranguape,2012,560
Maranguape,2013,641
Maranguape,2014,388
Maranguape,2015,486
Maranguape,2016,428
Maranguape,2017,529
Maranguape,2018,392
Maranguape,2019,416
Maranguape,2020,311
Maranguape,2021,360
Maranguape,2022,337
Maranguape,2023,422
Marco,2009,4
Marco,2010,5
Marco,2011,12
Marco,2012,17
Marco,2013,30
Marco,2014,19
Marco,2015,28
Marco,2016,26
Marco,2017,42
Marco,2018,26
Marco,2019,21
Marco,2020,25
Marco,2021,27
Marco,2022,26
Marco,2023,33
Martinópole,2009,2
Martinópole,2010,1
Martinópole,2011,2
Martinópole,2012,6
Martinópole,2013,14
Martinópole,2014,19
Martinópole,2015,20
Martinópole,2016,15
Martinópole,2017,30
Martinópole,2018,19
Martinópole,2019,17
Martinópole,2020,8
Martinópole,2021,17
Martinópole,2022,25
Martinópole,2023,18
Massapê,2009,24
Massapê,2010,43
Massapê,2011,146
Massapê,2012,207
Massapê,2013,166
Massapê,2014,106
Massapê,2015,93
Massapê,2016,122
Massapê,2017,118
Massapê,2018,107
Massapê,2019,78
Massapê,2020,67
Massapê,2021,107
Massapê,2022,87
Massapê,2023,64
Mauriti,2009,3
Mauriti,2010,6
Mauriti,2011,86
Mauriti,2012,81
Mauriti,2013,67
Mauriti,2014,51
Mauriti,2015,104
Mauriti,2016,114
Mauriti,2017,69
Mauriti,2018,66
Mauriti,2019,78
Mauriti,2020,61
Mauriti,2021,60
Mauriti,2022,72
Mauriti,2023,84
Meruoca,2009,14
Meruoca,2010,24
Meruoca,2011,24
Meruoca,2012,32
Meruoca,2013,19
Meruoca,2014,24
Meruoca,2015,20
Meruoca,2016,27
Meruoca,2017,28
Meruoca,2018,17
Meruoca,2019,23
Meruoca,2020,10
Meruoca,2021,31
Meruoca,2022,23
Meruoca,2023,25
Milagres,2009,8
Milagres,2010,2
Milagres,2011,54
Milagres,2012,75
Milagres,2013,42
Milagres,2014,53
Milagres,2015,84
Milagres,2016,82
Milagres,2017,57
Milagres,2018,59
Milagres,2019,28
Milagres,2020,49
Milagres,2021,44
Milagres,2022,58
Milagres,2023,53
Milhã,2009,3
Milhã,2010,10
Milhã,2011,18
Milhã,2012,16
Milhã,2013,8
Milhã,2014,7
Milhã,2015,15
Milhã,2016,19
Milhã,2017,16
Milhã,2018,6
Milhã,2019,15
Milhã,2020,12
Milhã,2021,6
Milhã,2022,10
Milhã,2023,23
Miraíma,2010,6
Miraíma,2011,19
Miraíma,2012,22
Miraíma,2013,18
Miraíma,2014,6
Miraíma,2015,15
Miraíma,2016,16
Miraíma,2017,18
Miraíma,2018,6
Miraíma,2019,16
Miraíma,2020,9
Miraíma,2021,7
Miraíma,2022,12
Miraíma,2023,10
Missão Velha,2009,12
Missão Velha,2010,35
Missão Velha,2011,50
Missão Velha,2012,65
Missão Velha,2013,32
Missão Velha,2014,48
Missão Velha,2015,85
Missão Velha,2016,102
Missão Velha,2017,81
Missão Velha,2018,65
Missão Velha,2019,78
Missão Velha,2020,68
Missão Velha,2021,81
Missão Velha,2022,111
Missão Velha,2023,87
Mombaça,2009,4
Mombaça,2010,3
Mombaça,2011,3
Mombaça,2012,6
Mombaça,2013,5
Mombaça,2014,95
Mombaça,2015,108
Mombaça,2016,101
Mombaça,2017,98
Mombaça,2018,108
Mombaça,2019,87
Mombaça,2020,61
Mombaça,2021,56
Mombaça,2022,70
Mombaça,2023,100
Monsenhor Tabosa,2009,3
Monsenhor Tabosa,2010,3
Monsenhor Tabosa,2011,2
Monsenhor Tabosa,2013,5
Monsenhor Tabosa,2014,17
Monsenhor Tabosa,2015,21
Monsenhor Tabosa,2016,32
Monsenhor Tabosa,2017,37
Monsenhor Tabosa,2018,29
Monsenhor Tabosa,2019,59
Monsenhor Tabosa,2020,33
Monsenhor Tabosa,2021,12
Monsenhor Tabosa,2022,11
Monsenhor Tabosa,2023,20
Morada Nova,2009,9
Morada Nova,2010,7
Morada Nova,2011,235
Morada Nova,2012,174
Morada Nova,2013,157
Morada Nova,2014,173
Morada Nova,2015,229
Morada Nova,2016,201
Morada Nova,2017,174
Morada Nova,2018,173
Morada Nova,2019,131
Morada Nova,2020,118
Morada Nova,2021,136
Morada Nova,2022,164
Morada Nova,2023,185
Moraújo,2009,2
Moraújo,2010,1
Moraújo,2011,3
Moraújo,2013,8
Moraújo,2014,1
Moraújo,2015,17
Moraújo,2016,13
Moraújo,2017,14
Moraújo,2018,12
Moraújo,2019,26
Moraújo,2020,23
Moraújo,2021,14
Moraújo,2022,7
Moraújo,2023,9
Morrinhos,2009,2
Morrinhos,2010,9
Morrinhos,2011,9
Morrinhos,2012,4
Morrinhos,2013,16
Morrinhos,2014,13
Morrinhos,2015,11
Morrinhos,2016,10
Morrinhos,2017,9
Morrinhos,2018,19
Morrinhos,2019,14
Morrinhos,2020,14
Morrinhos,2021,12
Morrinhos,2022,16
Morrinhos,2023,21
Mucambo,2009,7
Mucambo,2010,14
Mucambo,2011,13
Mucambo,2012,14
Mucambo,2013,18
Mucambo,2014,27
Mucambo,2015,28
Mucambo,2016,30
Mucambo,2017,31
Mucambo,2018,19
Mucambo,2019,24
Mucambo,2020,28
Mucambo,2021,16
Mucambo,2022,25
Mucambo,2023,15
Mulungu,2009,5
Mulungu,2010,4
Mulungu,2011,6
Mulungu,2012,7
Mulungu,2013,5
Mulungu,2014,13
Mulungu,2015,16
Mulungu,2016,23
Mulungu,2017,32
Mulungu,2018,24
Mulungu,2019,21
Mulungu,2020,20
Mulungu,2021,13
Mulungu,2022,9
Mulungu,2023,14
Nova Olinda,2009,17
Nova Olinda,2010,18
Nova Olinda,2011,12
Nova Olinda,2012,12
Nova Olinda,2013,12
Nova Olinda,2014,13
Nova Olinda,2015,22
Nova Olinda,2016,25
Nova Olinda,2017,26
Nova Olinda,2018,28
Nova Olinda,2019,19
Nova Olinda,2020,28
Nova Olinda,2021,15
Nova Olinda,2022,31
Nova Olinda,2023,40
Nova Russas,2009,3
Nova Russas,2011,1
Nova Russas,2012,2
Nova Russas,2013,166
Nova Russas,2014,71
Nova Russas,2015,110
Nova Russas,2016,140
Nova Russas,2017,130
Nova Russas,2018,103
Nova Russas,2019,69
Nova Russas,2020,55
Nova Russas,2021,44
Nova Russas,2022,109
Nova Russas,2023,139
Novo Oriente,2009,1
Novo Oriente,2010,1
Novo Oriente,2011,2
Novo Oriente,2012,1
Novo Oriente,2013,25
Novo Oriente,2014,37
Novo Oriente,2015,51
Novo Oriente,2016,55
Novo Oriente,2017,78
Novo Oriente,2018,64
Novo Oriente,2019,65
Novo Oriente,2020,36
Novo Oriente,2021,33
Novo Oriente,2022,51
Novo Oriente,2023,85
Ocara,2009,5
Ocara,2010,3
Ocara,2011,4
Ocara,2012,10
Ocara,2013,18
Ocara,2014,12
Ocara,2015,45
Ocara,2016,68
Ocara,2017,70
Ocara,2018,60
Ocara,2019,36
Ocara,2020,26
Ocara,2021,33
Ocara,2022,37
Ocara,2023,58
Orós,2009,10
Orós,2010,17
Orós,2011,12
Orós,2012,12
Orós,2013,9
Orós,2014,6
Orós,2015,14
Orós,2016,15
Orós,2017,100
Orós,2018,55
Orós,2019,45
Orós,2020,29
Orós,2021,44
Orós,2022,49
Orós,2023,39
Pacajus,2009,36
Pacajus,2010,228
Pacajus,2011,458
Pacajus,2012,496
Pacajus,2013,441
Pacajus,2014,281
Pacajus,2015,331
Pacajus,2016,387
Pacajus,2017,376
Pacajus,2018,460
Pacajus,2019,455
Pacajus,2020,306
Pacajus,2021,283
Pacajus,2022,319
Pacajus,2023,375
Pacatuba,2009,243
Pacatuba,2010,263
Pacatuba,2011,243
Pacatuba,2012,256
Pacatuba,2013,275
Pacatuba,2014,157
Pacatuba,2015,208
Pacatuba,2016,296
Pacatuba,2017,285
Pacatuba,2018,233
Pacatuba,2019,270
Pacatuba,2020,310
Pacatuba,2021,257
Pacatuba,2022,293
Pacatuba,2023,281
Pacoti,2009,11
Pacoti,2010,4
Pacoti,2011,12
Pacoti,2012,25
Pacoti,2013,25
Pacoti,2014,24
Pacoti,2015,28
Pacoti,2016,36
Pacoti,2017,27
Pacoti,2018,30
Pacoti,2019,26
Pacoti,2020,10
Pacoti,2021,12
Pacoti,2022,16
Pacoti,2023,8
Pacujá,2009,1
Pacujá,2010,11
Pacujá,2011,5
Pacujá,2012,5
Pacujá,2013,23
Pacujá,2014,13
Pacujá,2015,27
Pacujá,2016,39
Pacujá,2017,39
Pacujá,2018,30
Pacujá,2019,32
Pacujá,2020,18
Pacujá,2021,20
Pacujá,2022,38
Pacujá,2023,25
Palhano,2009,2
Palhano,2010,2
Palhano,2011,2
Palhano,2012,4
Palhano,2013,10
Palhano,2014,1
Palhano,2015,7
Palhano,2016,14
Palhano,2017,13
Palhano,2018,11
Palhano,2019,10
Palhano,2020,15
Palhano,2021,20
Palhano,2022,18
Palhano,2023,23
Palmácia,2009,5
Palmácia,2010,2
Palmácia,2011,5
Palmácia,2012,9
Palmácia,2013,7
Palmácia,2014,16
Palmácia,2015,14
Palmácia,2016,25
Palmácia,2017,23
Palmácia,2018,16
Palmácia,2019,22
Palmácia,2020,10
Palmácia,2021,7
Palmácia,2022,9
Palmácia,2023,7
Paracuru,2009,17
Paracuru,2010,11
Paracuru,2011,27
Paracuru,2012,49
Paracuru,2013,416
Paracuru,2014,296
Paracuru,2015,421
Paracuru,2016,388
Paracuru,2017,349
Paracuru,2018,342
Paracuru,2019,318
Paracuru,2020,141
Paracuru,2021,155
Paracuru,2022,173
Paracuru,2023,179
Paraipaba,2009,3
Paraipaba,2010,10
Paraipaba,2011,7
Paraipaba,2012,12
Paraipaba,2013,100
Paraipaba,2014,120
Paraipaba,2015,138
Paraipaba,2016,126
Paraipaba,2017,128
Paraipaba,2018,110
Paraipaba,2019,144
Paraipaba,2020,117
Paraipaba,2021,100
Paraipaba,2022,94
Paraipaba,2023,83
Parambu,2009,1
Parambu,2010,27
Parambu,2011,68
Parambu,2012,57
Parambu,2013,59
Parambu,2014,49
Parambu,2015,67
Parambu,2016,88
Parambu,2017,76
Parambu,2018,77
Parambu,2019,57
Parambu,2020,37
Parambu,2021,46
Parambu,2022,101
Parambu,2023,93
Paramoti,2009,5
Paramoti,2010,19
Paramoti,2011,8
Paramoti,2012,13
Paramoti,2013,9
Paramoti,2014,8
Paramoti,2015,7
Paramoti,2016,15
Paramoti,2017,10
Paramoti,2018,35
Paramoti,2019,38
Paramoti,2020,8
Paramoti,2021,9
Paramoti,2022,12
Paramoti,2023,13
Pedra Branca,2009,4
Pedra Branca,2010,12
Pedra Branca,2011,69
Pedra Branca,2012,54
Pedra Branca,2013,65
Pedra Branca,2014,77
Pedra Branca,2015,70
Pedra Branca,2016,78
Pedra Branca,2017,82
Pedra Branca,2018,63
Pedra Branca,2019,78
Pedra Branca,2020,54
Pedra Branca,2021,68
Pedra Branca,2022,67
Pedra Branca,2023,83
Penaforte,2009,1
Penaforte,2010,2
Penaforte,2011,5
Penaforte,2012,11
Penaforte,2013,23
Penaforte,2014,9
Penaforte,2015,15
Penaforte,2016,30
Penaforte,2017,22
Penaforte,2018,22
Penaforte,2019,37
Penaforte,2020,16
Penaforte,2021,19
Penaforte,2022,27
Penaforte,2023,22
Pentecoste,2009,3
Pentecoste,2010,35
Pentecoste,2011,149
Pentecoste,2012,135
Pentecoste,2013,178
Pentecoste,2014,114
Pentecoste,2015,145
Pentecoste,2016,123
Pentecoste,2017,190
Pentecoste,2018,130
Pentecoste,2019,156
Pentecoste,2020,91
Pentecoste,2021,99
Pentecoste,2022,126
Pentecoste,2023,103
Pereiro,2010,3
Pereiro,2011,13
Pereiro,2012,7
Pereiro,2013,5
Pereiro,2014,11
Pereiro,2015,21
Pereiro,2016,17
Pereiro,2017,20
Pereiro,2018,18
Pereiro,2019,12
Pereiro,2020,10
Pereiro,2021,10
Pereiro,2022,13
Pereiro,2023,18
Pindoretama,2009,5
Pindoretama,2010,7
Pindoretama,2011,12
Pindoretama,2012,83
Pindoretama,2013,143
Pindoretama,2014,108
Pindoretama,2015,167
Pindoretama,2016,140
Pindoretama,2017,155
Pindoretama,2018,132
Pindoretama,2019,142
Pindoretama,2020,98
Pindoretama,2021,84
Pindoretama,2022,101
Pindoretama,2023,105
Piquet Carneiro,2010,3
Piquet Carneiro,2012,5
Piquet Carneiro,2013,6
Piquet Carneiro,2014,14
Piquet Carneiro,2015,32
Piquet Carneiro,2016,17
Piquet Carneiro,2017,18
Piquet Carneiro,2018,16
Piquet Carneiro,2019,12
Piquet Carneiro,2020,7
Piquet Carneiro,2021,13
Piquet Carneiro,2022,6
Piquet Carneiro,2023,9
Pires Ferreira,2012,1
Pires Ferreira,2013,4
Pires Ferreira,2014,5
Pires Ferreira,2015,13
Pires Ferreira,2016,4
Pires Ferreira,2017,6
Pires Ferreira,2018,14
Pires Ferreira,2019,10
Pires Ferreira,2020,5
Pires Ferreira,2021,8
Pires Ferreira,2022,21
Pires Ferreira,2023,13
Poranga,2009,1
Poranga,2013,8
Poranga,2014,7
Poranga,2015,13
Poranga,2016,10
Poranga,2017,19
Poranga,2018,10
Poranga,2019,18
Poranga,2020,12
Poranga,2021,5
Poranga,2022,7
Poranga,2023,14
Porteiras,2011,4
Porteiras,2012,8
Porteiras,2013,7
Porteiras,2014,8
Porteiras,2015,16
Porteiras,2016,14
Porteiras,2017,17
Porteiras,2018,12
Porteiras,2019,21
Porteiras,2020,11
Porteiras,2021,15
Porteiras,2022,18
Porteiras,2023,8
Potengi,2009,2
Potengi,2010,5
Potengi,2011,5
Potengi,2012,4
Potengi,2013,6
Potengi,2014,7
Potengi,2015,11
Potengi,2016,5
Potengi,2017,14
Potengi,2018,10
Potengi,2019,18
Potengi,2020,12
Potengi,2021,5
Potengi,2022,5
Potengi,2023,21
Potiretama,2009,2
Potiretama,2010,2
Potiretama,2012,2
Potiretama,2013,3
Potiretama,2014,3
Potiretama,2015,3
Potiretama,2016,6
Potiretama,2017,2
Potiretama,2018,8
Potiretama,2019,6
Potiretama,2020,6
Potiretama,2021,9
Potiretama,2022,10
Potiretama,2023,5
Quiterianópolis,2010,1
Quiterianópolis,2011,5
Quiterianópolis,2012,3
Quiterianópolis,2013,9
Quiterianópolis,2014,9
Quiterianópolis,2015,17
Quiterianópolis,2016,38
Quiterianópolis,2017,26
Quiterianópolis,2018,50
Quiterianópolis,2019,45
Quiterianópolis,2020,24
Quiterianópolis,2021,42
Quiterianópolis,2022,41
Quiterianópolis,2023,46
Quixadá,2009,14
Quixadá,2010,14
Quixadá,2011,16
Quixadá,2012,13
Quixadá,2013,445
Quixadá,2014,282
Quixadá,2015,370
Quixadá,2016,398
Quixadá,2017,470
Quixadá,2018,363
Quixadá,2019,347
Quixadá,2020,314
Quixadá,2021,346
Quixadá,2022,434
Quixadá,2023,392
Quixelô,2009,15
Quixelô,2010,12
Quixelô,2011,12
Quixelô,2012,12
Quixelô,2013,15
Quixelô,2014,10
Quixelô,2015,21
Quixelô,2016,29
Quixelô,2017,19
Quixelô,2018,27
Quixelô,2019,28
Quixelô,2020,12
Quixelô,2021,21
Quixelô,2022,26
Quixelô,2023,23
Quixeramobim,2009,6
Quixeramobim,2010,7
Quixeramobim,2011,12
Quixeramobim,2012,4
Quixeramobim,2013,167
Quixeramobim,2014,228
Quixeramobim,2015,366
Quixeramobim,2016,283
Quixeramobim,2017,273
Quixeramobim,2018,301
Quixeramobim,2019,351
Quixeramobim,2020,323
Quixeramobim,2021,316
Quixeramobim,2022,352
Quixeramobim,2023,427
Quixeré,2009,19
Quixeré,2010,12
Quixeré,2011,14
Quixeré,2012,26
Quixeré,2013,24
Quixeré,2014,32
Quixeré,2015,49
Quixeré,2016,33
Quixeré,2017,34
Quixeré,2018,42
Quixeré,2019,42
Quixeré,2020,13
Quixeré,2021,25
Quixeré,2022,38
Quixeré,2023,42
Redenção,2009,14
Redenção,2010,23
Redenção,2011,92
Redenção,2012,95
Redenção,2013,98
Redenção,2014,75
Redenção,2015,71
Redenção,2016,57
Redenção,2017,139
Redenção,2018,81
Redenção,2019,87
Redenção,2020,40
Redenção,2021,48
Redenção,2022,30
Redenção,2023,61
Reriutaba,2009,7
Reriutaba,2010,10
Reriutaba,2011,3
Reriutaba,2012,10
Reriutaba,2013,19
Reriutaba,2014,16
Reriutaba,2015,25
Reriutaba,2016,30
Reriutaba,2017,37
Reriutaba,2018,38
Reriutaba,2019,54
Reriutaba,2020,32
Reriutaba,2021,23
Reriutaba,2022,29
Reriutaba,2023,41
Russas,2009,435
Russas,2010,413
Russas,2011,450
Russas,2012,333
Russas,2013,471
Russas,2014,234
Russas,2015,351
Russas,2016,336
Russas,2017,402
Russas,2018,387
Russas,2019,318
Russas,2020,247
Russas,2021,288
Russas,2022,350
Russas,2023,434
Saboeiro,2009,4
Saboeiro,2010,8
Saboeiro,2011,4
Saboeiro,2012,31
Saboeiro,2013,37
Saboeiro,2014,26
Saboeiro,2015,30
Saboeiro,2016,40
Saboeiro,2017,44
Saboeiro,2018,19
Saboeiro,2019,21
Saboeiro,2020,11
Saboeiro,2021,9
Saboeiro,2022,26
Saboeiro,2023,17
Salitre,2009,3
Salitre,2010,7
Salitre,2011,2
Salitre,2012,6
Salitre,2013,12
Salitre,2014,14
Salitre,2015,13
Salitre,2016,14
Salitre,2017,16
Salitre,2018,15
Salitre,2019,21
Salitre,2020,10
Salitre,2021,5
Salitre,2022,9
Salitre,2023,21
Santa Quitéria,2009,2
Santa Quitéria,2010,4
Santa Quitéria,2011,5
Santa Quitéria,2012,2
Santa Quitéria,2013,64
Santa Quitéria,2014,109
Santa Quitéria,2015,145
Santa Quitéria,2016,109
Santa Quitéria,2017,114
Santa Quitéria,2018,97
Santa Quitéria,2019,83
Santa Quitéria,2020,67
Santa Quitéria,2021,70
Santa Quitéria,2022,57
Santa Quitéria,2023,83
Santana do Acaraú,2009,6
Santana do Acaraú,2010,17
Santana do Acaraú,2011,72
Santana do Acaraú,2012,98
Santana do Acaraú,2013,97
Santana do Acaraú,2014,74
Santana do Acaraú,2015,99
Santana do Acaraú,2016,125
Santana do Acaraú,2017,94
Santana do Acaraú,2018,77
Santana do Acaraú,2019,46
Santana do Acaraú,2020,20
Santana do Acaraú,2021,30
Santana do Acaraú,2022,57
Santana do Acaraú,2023,49
Santana do Cariri,2009,7
Santana do Cariri,2010,4
Santana do Cariri,2011,7
Santana do Cariri,2012,7
Santana do Cariri,2013,7
Santana do Cariri,2014,14
Santana do Cariri,2015,14
Santana do Cariri,2016,21
Santana do Cariri,2017,24
Santana do Cariri,2018,17
Santana do Cariri,2019,22
Santana do Cariri,2020,17
Santana do Cariri,2021,11
Santana do Cariri,2022,14
Santana do Cariri,2023,14
Senador Pompeu,2009,22
Senador Pompeu,2010,149
Senador Pompeu,2011,207
Senador Pompeu,2012,206
Senador Pompeu,2013,110
Senador Pompeu,2014,86
Senador Pompeu,2015,93
Senador Pompeu,2016,87
Senador Pompeu,2017,62
Senador Pompeu,2018,24
Senador Pompeu,2019,51
Senador Pompeu,2020,47
Senador Pompeu,2021,52
Senador Pompeu,2022,44
Senador Pompeu,2023,63
Senador Sá,2011,4
Senador Sá,2012,10
Senador Sá,2013,7
Senador Sá,2014,5
Senador Sá,2015,6
Senador Sá,2016,6
Senador Sá,2017,13
Senador Sá,2018,6
Senador Sá,2019,9
Senador Sá,2020,5
Senador Sá,2021,7
Senador Sá,2022,15
Senador Sá,2023,2
Sobral,2009,1680
Sobral,2010,1811
Sobral,2011,1724
Sobral,2012,1653
Sobral,2013,1348
Sobral,2014,748
Sobral,2015,966
Sobral,2016,1046
Sobral,2017,1219
Sobral,2018,1192
Sobral,2019,1285
Sobral,2020,1061
Sobral,2021,982
Sobral,2022,1157
Sobral,2023,1603
Solonópole,2010,9
Solonópole,2011,13
Solonópole,2012,19
Solonópole,2013,24
Solonópole,2014,36
Solonópole,2015,46
Solonópole,2016,50
Solonópole,2017,61
Solonópole,2018,58
Solonópole,2019,44
Solonópole,2020,35
Solonópole,2021,21
Solonópole,2022,59
Solonópole,2023,44
São Benedito,2009,3
São Benedito,2010,6
São Benedito,2011,11
São Benedito,2012,7
São Benedito,2013,101
São Benedito,2014,160
São Benedito,2015,220
São Benedito,2016,199
